景点名称	频数	景点名称	频数	共现频数	MAXC	MINC	景点名称	景点名称	共现频数	MAXC	MINC
大观园	55	大栅栏	550	14	0.254545455	0.025454545	Grand View Garden Daguanyuan	Dashilan	14	0.254545455	0.025454545
大观园	55	什刹海	863	10	0.181818182	0.011587486	Grand View Garden Daguanyuan	Shichahai Scenic Resort	10	0.181818182	0.011587486
大观园	55	北京大学	1023	10	0.181818182	0.009775171	Grand View Garden Daguanyuan	Peking University Beijing Da Xue	10	0.181818182	0.009775171
海洋馆	52	长安街	1388	10	0.192307692	0.007204611	Beijing Aquarium Beijing Haiyangguan	Chang an Street	10	0.192307692	0.007204611
海洋馆	52	动物园	180	53	1.019230769	0.294444444	Beijing Aquarium Beijing Haiyangguan	Beijing Zoo	53	1.019230769	0.294444444
玉泉山	50	圆明园	743	31	0.62	0.041722746	Beijing Yuquan Mountain	Old Summer Palace Yuanmingyuan	31	0.62	0.041722746
玉泉山	50	北京大学	1023	30	0.6	0.029325513	Beijing Yuquan Mountain	Peking University Beijing Da Xue	30	0.6	0.029325513
玉泉山	50	清华大学	532	23	0.46	0.043233083	Beijing Yuquan Mountain	Tsinghua University	23	0.46	0.043233083
玉泉山	50	鸟巢	787	11	0.22	0.013977128	Beijing Yuquan Mountain	Niaochao National Stadium	11	0.22	0.013977128
玉泉山	50	奥林匹克公园	745	10	0.2	0.013422819	Beijing Yuquan Mountain	Olympic Park	10	0.2	0.013422819
玉泉山	50	颐和园	926	51	1.02	0.055075594	Beijing Yuquan Mountain	Summer Palace Yiheyuan	51	1.02	0.055075594
九龙壁	46	故宫	1155	41	0.891304348	0.035497835	The Nine Dragon Screen of The Palace Museum	The Palace Museum	41	0.891304348	0.035497835
九龙壁	46	天安门广场	1345	33	0.717391304	0.024535316	The Nine Dragon Screen of The Palace Museum	Tiananmen Square Tiananmen Guangchang	33	0.717391304	0.024535316
九龙壁	46	北海公园	533	31	0.673913043	0.058161351	The Nine Dragon Screen of The Palace Museum	Beihai Park Beihai Gongyuan	31	0.673913043	0.058161351
九龙壁	46	长安街	1388	30	0.652173913	0.021613833	The Nine Dragon Screen of The Palace Museum	Chang an Street	30	0.652173913	0.021613833
九龙壁	46	文津街	482	29	0.630434783	0.060165975	The Nine Dragon Screen of The Palace Museum	Wenjin Street	29	0.630434783	0.060165975
九龙壁	46	珍宝馆	76	28	0.608695652	0.368421053	The Nine Dragon Screen of The Palace Museum	The Antiquarium of The Palace Museum	28	0.608695652	0.368421053
九龙壁	46	神武门	102	28	0.608695652	0.274509804	The Nine Dragon Screen of The Palace Museum	Gate of Divie Prowess	28	0.608695652	0.274509804
九龙壁	46	天安门	896	28	0.608695652	0.03125	The Nine Dragon Screen of The Palace Museum	Gate of Heavenly Peace Tian an Men	28	0.608695652	0.03125
九龙壁	46	坤宁宫	75	27	0.586956522	0.36	The Nine Dragon Screen of The Palace Museum	Palace of Earthly Tranquility	27	0.586956522	0.36
九龙壁	46	御花园	87	27	0.586956522	0.310344828	The Nine Dragon Screen of The Palace Museum	The Imperial Garden of The Palace Museum	27	0.586956522	0.310344828
九龙壁	46	午门	115	27	0.586956522	0.234782609	The Nine Dragon Screen of The Palace Museum	Meridian Gate Wu Men	27	0.586956522	0.234782609
九龙壁	46	景山公园	408	26	0.565217391	0.06372549	The Nine Dragon Screen of The Palace Museum	Jingshan Park Jingshan Gongyuan	26	0.565217391	0.06372549
九龙壁	46	乾清宫	75	26	0.565217391	0.346666667	The Nine Dragon Screen of The Palace Museum	Palace of Heavenly Purity	26	0.565217391	0.346666667
九龙壁	46	交泰殿	64	20	0.434782609	0.3125	The Nine Dragon Screen of The Palace Museum	Hall of Union	20	0.434782609	0.3125
九龙壁	46	乾清门	68	19	0.413043478	0.279411765	The Nine Dragon Screen of The Palace Museum	Gate of Heavenly Purity	19	0.413043478	0.279411765
九龙壁	46	太和门	65	19	0.413043478	0.292307692	The Nine Dragon Screen of The Palace Museum	Gate of Great Harmony Taihe Men	19	0.413043478	0.292307692
九龙壁	46	毛主席纪念堂	416	17	0.369565217	0.040865385	The Nine Dragon Screen of The Palace Museum	Chairman Mao Memorial Hall Maozhuxi Jiniantang	17	0.369565217	0.040865385
九龙壁	46	什刹海	863	16	0.347826087	0.018539977	The Nine Dragon Screen of The Palace Museum	Shichahai Scenic Resort	16	0.347826087	0.018539977
九龙壁	46	人民英雄纪念碑	412	16	0.347826087	0.038834951	The Nine Dragon Screen of The Palace Museum	Monument of the People s Heroes	16	0.347826087	0.038834951
九龙壁	46	王府井	897	16	0.347826087	0.017837235	The Nine Dragon Screen of The Palace Museum	Wangfujing Main Streeet	16	0.347826087	0.017837235
九龙壁	46	后海	809	15	0.326086957	0.018541409	The Nine Dragon Screen of The Palace Museum	Back Lakes Hou Hai	15	0.326086957	0.018541409
九龙壁	46	王府井大街	728	14	0.304347826	0.019230769	The Nine Dragon Screen of The Palace Museum	Wangfujing Street	14	0.304347826	0.019230769
九龙壁	46	西海	569	12	0.260869565	0.021089631	The Nine Dragon Screen of The Palace Museum	Beijing West Lakes Xi Hai	12	0.260869565	0.021089631
九龙壁	46	前海	598	12	0.260869565	0.02006689	The Nine Dragon Screen of The Palace Museum	Qainhai Lake	12	0.260869565	0.02006689
九龙壁	46	王府井商业街	644	11	0.239130435	0.017080745	The Nine Dragon Screen of The Palace Museum	Wangfujing Commercial Street	11	0.239130435	0.017080745
九龙壁	46	人民大会堂	423	10	0.217391304	0.023640662	The Nine Dragon Screen of The Palace Museum	Great Hall of the People Renmin Dahuitang	10	0.217391304	0.023640662
九龙壁	46	南锣鼓巷	867	10	0.217391304	0.011534025	The Nine Dragon Screen of The Palace Museum	Nanluoguxiang	10	0.217391304	0.011534025
中国美术馆	44	王府井商业街	644	24	0.545454545	0.037267081	National Art Museum Of China	Wangfujing Commercial Street	24	0.545454545	0.037267081
中国美术馆	44	长安街	1388	23	0.522727273	0.016570605	National Art Museum Of China	Chang an Street	23	0.522727273	0.016570605
中国美术馆	44	故宫	1155	17	0.386363636	0.014718615	National Art Museum Of China	The Palace Museum	17	0.386363636	0.014718615
中国美术馆	44	天安门广场	1345	17	0.386363636	0.012639405	National Art Museum Of China	Tiananmen Square Tiananmen Guangchang	17	0.386363636	0.012639405
中国美术馆	44	王府井大街	728	16	0.363636364	0.021978022	National Art Museum Of China	Wangfujing Street	16	0.363636364	0.021978022
中国美术馆	44	商业街	743	15	0.340909091	0.020188425	National Art Museum Of China	Commercial Street	15	0.340909091	0.020188425
中国美术馆	44	王府井	897	15	0.340909091	0.016722408	National Art Museum Of China	Wangfujing Main Streeet	15	0.340909091	0.016722408
中国美术馆	44	南锣鼓巷	867	12	0.272727273	0.01384083	National Art Museum Of China	Nanluoguxiang	12	0.272727273	0.01384083
中国美术馆	44	什刹海	863	11	0.25	0.012746234	National Art Museum Of China	Shichahai Scenic Resort	11	0.25	0.012746234
太和殿	42	御花园	87	33	0.785714286	0.379310345	Hall of Great Harmony Taihe Dian	The Imperial Garden of The Palace Museum	33	0.785714286	0.379310345
太和殿	42	乾清宫	75	33	0.785714286	0.44	Hall of Great Harmony Taihe Dian	Palace of Heavenly Purity	33	0.785714286	0.44
太和殿	42	长安街	1388	32	0.761904762	0.023054755	Hall of Great Harmony Taihe Dian	Chang an Street	32	0.761904762	0.023054755
太和殿	42	坤宁宫	75	31	0.738095238	0.413333333	Hall of Great Harmony Taihe Dian	Palace of Earthly Tranquility	31	0.738095238	0.413333333
太和殿	42	神武门	102	31	0.738095238	0.303921569	Hall of Great Harmony Taihe Dian	Gate of Divie Prowess	31	0.738095238	0.303921569
太和殿	42	午门	115	30	0.714285714	0.260869565	Hall of Great Harmony Taihe Dian	Meridian Gate Wu Men	30	0.714285714	0.260869565
太和殿	42	天安门广场	1345	29	0.69047619	0.021561338	Hall of Great Harmony Taihe Dian	Tiananmen Square Tiananmen Guangchang	29	0.69047619	0.021561338
太和殿	42	天安门	896	28	0.666666667	0.03125	Hall of Great Harmony Taihe Dian	Gate of Heavenly Peace Tian an Men	28	0.666666667	0.03125
太和殿	42	太和门	65	27	0.642857143	0.415384615	Hall of Great Harmony Taihe Dian	Gate of Great Harmony Taihe Men	27	0.642857143	0.415384615
太和殿	42	交泰殿	64	26	0.619047619	0.40625	Hall of Great Harmony Taihe Dian	Hall of Union	26	0.619047619	0.40625
太和殿	42	乾清门	68	24	0.571428571	0.352941176	Hall of Great Harmony Taihe Dian	Gate of Heavenly Purity	24	0.571428571	0.352941176
太和殿	42	景山公园	408	24	0.571428571	0.058823529	Hall of Great Harmony Taihe Dian	Jingshan Park Jingshan Gongyuan	24	0.571428571	0.058823529
太和殿	42	毛主席纪念堂	416	18	0.428571429	0.043269231	Hall of Great Harmony Taihe Dian	Chairman Mao Memorial Hall Maozhuxi Jiniantang	18	0.428571429	0.043269231
太和殿	42	人民大会堂	423	17	0.404761905	0.040189125	Hall of Great Harmony Taihe Dian	Great Hall of the People Renmin Dahuitang	17	0.404761905	0.040189125
太和殿	42	文津街	482	17	0.404761905	0.03526971	Hall of Great Harmony Taihe Dian	Wenjin Street	17	0.404761905	0.03526971
太和殿	42	人民英雄纪念碑	412	17	0.404761905	0.041262136	Hall of Great Harmony Taihe Dian	Monument of the People s Heroes	17	0.404761905	0.041262136
太和殿	42	北海公园	533	16	0.380952381	0.030018762	Hall of Great Harmony Taihe Dian	Beihai Park Beihai Gongyuan	16	0.380952381	0.030018762
太和殿	42	珍宝馆	76	16	0.380952381	0.210526316	Hall of Great Harmony Taihe Dian	The Antiquarium of The Palace Museum	16	0.380952381	0.210526316
太和殿	42	王府井大街	728	14	0.333333333	0.019230769	Hall of Great Harmony Taihe Dian	Wangfujing Street	14	0.333333333	0.019230769
太和殿	42	九龙壁	46	14	0.333333333	0.304347826	Hall of Great Harmony Taihe Dian	The Nine Dragon Screen of The Palace Museum	14	0.333333333	0.304347826
太和殿	42	商业街	743	11	0.261904762	0.014804845	Hall of Great Harmony Taihe Dian	Commercial Street	11	0.261904762	0.014804845
太和殿	42	王府井	897	11	0.261904762	0.012263099	Hall of Great Harmony Taihe Dian	Wangfujing Main Streeet	11	0.261904762	0.012263099
太和殿	42	故宫	1155	43	1.023809524	0.037229437	Hall of Great Harmony Taihe Dian	The Palace Museum	43	1.023809524	0.037229437
太庙	41	天安门广场	1345	39	0.951219512	0.028996283	Beijing Taimiao Temple	Tiananmen Square Tiananmen Guangchang	39	0.951219512	0.028996283
太庙	41	长安街	1388	38	0.926829268	0.027377522	Beijing Taimiao Temple	Chang an Street	38	0.926829268	0.027377522
太庙	41	故宫	1155	33	0.804878049	0.028571429	Beijing Taimiao Temple	The Palace Museum	33	0.804878049	0.028571429
太庙	41	人民英雄纪念碑	412	26	0.634146341	0.063106796	Beijing Taimiao Temple	Monument of the People s Heroes	26	0.634146341	0.063106796
太庙	41	人民大会堂	423	24	0.585365854	0.056737589	Beijing Taimiao Temple	Great Hall of the People Renmin Dahuitang	24	0.585365854	0.056737589
太庙	41	毛主席纪念堂	416	23	0.56097561	0.055288462	Beijing Taimiao Temple	Chairman Mao Memorial Hall Maozhuxi Jiniantang	23	0.56097561	0.055288462
太庙	41	天坛	1115	20	0.487804878	0.01793722	Beijing Taimiao Temple	Temple of Heaven Tiantan Park	20	0.487804878	0.01793722
太庙	41	景山公园	408	19	0.463414634	0.046568627	Beijing Taimiao Temple	Jingshan Park Jingshan Gongyuan	19	0.463414634	0.046568627
太庙	41	国家博物馆	271	19	0.463414634	0.070110701	Beijing Taimiao Temple	National Museum Of China	19	0.463414634	0.070110701
太庙	41	中国历史博物馆	228	19	0.463414634	0.083333333	Beijing Taimiao Temple	Museum of Chinese History Zhongguo Lishi Bowuguan	19	0.463414634	0.083333333
太庙	41	箭楼	512	17	0.414634146	0.033203125	Beijing Taimiao Temple	Jianlou	17	0.414634146	0.033203125
太庙	41	正阳门	502	17	0.414634146	0.033864542	Beijing Taimiao Temple	Qianmen	17	0.414634146	0.033864542
太庙	41	商业街	743	16	0.390243902	0.02153432	Beijing Taimiao Temple	Commercial Street	16	0.390243902	0.02153432
太庙	41	北海公园	533	15	0.365853659	0.028142589	Beijing Taimiao Temple	Beihai Park Beihai Gongyuan	15	0.365853659	0.028142589
太庙	41	王府井大街	728	15	0.365853659	0.020604396	Beijing Taimiao Temple	Wangfujing Street	15	0.365853659	0.020604396
太庙	41	大栅栏	550	12	0.292682927	0.021818182	Beijing Taimiao Temple	Dashilan	12	0.292682927	0.021818182
太庙	41	王府井商业街	644	12	0.292682927	0.01863354	Beijing Taimiao Temple	Wangfujing Commercial Street	12	0.292682927	0.01863354
太庙	41	王府井	897	12	0.292682927	0.013377926	Beijing Taimiao Temple	Wangfujing Main Streeet	12	0.292682927	0.013377926
太庙	41	文津街	482	12	0.292682927	0.024896266	Beijing Taimiao Temple	Wenjin Street	12	0.292682927	0.024896266
太庙	41	皇穹宇	550	10	0.243902439	0.018181818	Beijing Taimiao Temple	Imperial Vault of Heaven	10	0.243902439	0.018181818
太庙	41	祈年殿	555	10	0.243902439	0.018018018	Beijing Taimiao Temple	Hall of Prayer for Good Harvest	10	0.243902439	0.018018018
太庙	41	天安门	896	42	1.024390244	0.046875	Beijing Taimiao Temple	Gate of Heavenly Peace Tian an Men	42	1.024390244	0.046875
天文馆	40	动物园	180	27	0.675	0.15	Beijing Planetarium	Beijing Zoo	27	0.675	0.15
天文馆	40	长安街	1388	11	0.275	0.007925072	Beijing Planetarium	Chang an Street	11	0.275	0.007925072
革命军事博物馆	40	天安门广场	1345	11	0.275	0.008178439	Military Museum of Chinese People s Revolution	Tiananmen Square Tiananmen Guangchang	11	0.275	0.008178439
革命军事博物馆	40	军事博物馆	82	41	1.025	0.5	Military Museum of Chinese People s Revolution	Chinese Military Museum	41	1.025	0.5
国家体育馆	38	奥林匹克公园	745	38	1	0.051006711	National Stadium	Olympic Park	38	1	0.051006711
国家体育馆	38	鸟巢	787	36	0.947368421	0.045743329	National Stadium	Niaochao National Stadium	36	0.947368421	0.045743329
国家体育馆	38	水立方	652	34	0.894736842	0.052147239	National Stadium	Water Cube	34	0.894736842	0.052147239
国家体育馆	38	八达岭	702	11	0.289473684	0.015669516	National Stadium	Badaling National Forest Park	11	0.289473684	0.015669516
慕田峪长城	38	居庸关长城	219	27	0.710526316	0.123287671	Great Wall at Mutianyu	Juyong Pass of Great Wall	27	0.710526316	0.123287671
慕田峪长城	38	八达岭	702	11	0.289473684	0.015669516	Great Wall at Mutianyu	Badaling National Forest Park	11	0.289473684	0.015669516
慕田峪长城	38	奥林匹克公园	745	11	0.289473684	0.014765101	Great Wall at Mutianyu	Olympic Park	11	0.289473684	0.014765101
慕田峪长城	38	鸟巢	787	11	0.289473684	0.013977128	Great Wall at Mutianyu	Niaochao National Stadium	11	0.289473684	0.013977128
慕田峪长城	38	水立方	652	10	0.263157895	0.015337423	Great Wall at Mutianyu	Water Cube	10	0.263157895	0.015337423
慕田峪长城	38	北京大学	1023	10	0.263157895	0.009775171	Great Wall at Mutianyu	Peking University Beijing Da Xue	10	0.263157895	0.009775171
保和殿	37	太和殿	42	35	0.945945946	0.833333333	Hall of Preserving Harmony Baohedian	Hall of Great Harmony Taihe Dian	35	0.945945946	0.833333333
保和殿	37	乾清宫	75	34	0.918918919	0.453333333	Hall of Preserving Harmony Baohedian	Palace of Heavenly Purity	34	0.918918919	0.453333333
保和殿	37	御花园	87	32	0.864864865	0.367816092	Hall of Preserving Harmony Baohedian	The Imperial Garden of The Palace Museum	32	0.864864865	0.367816092
保和殿	37	坤宁宫	75	32	0.864864865	0.426666667	Hall of Preserving Harmony Baohedian	Palace of Earthly Tranquility	32	0.864864865	0.426666667
保和殿	37	神武门	102	31	0.837837838	0.303921569	Hall of Preserving Harmony Baohedian	Gate of Divie Prowess	31	0.837837838	0.303921569
保和殿	37	长安街	1388	31	0.837837838	0.022334294	Hall of Preserving Harmony Baohedian	Chang an Street	31	0.837837838	0.022334294
保和殿	37	午门	115	29	0.783783784	0.252173913	Hall of Preserving Harmony Baohedian	Meridian Gate Wu Men	29	0.783783784	0.252173913
保和殿	37	天安门广场	1345	27	0.72972973	0.020074349	Hall of Preserving Harmony Baohedian	Tiananmen Square Tiananmen Guangchang	27	0.72972973	0.020074349
保和殿	37	太和门	65	26	0.702702703	0.4	Hall of Preserving Harmony Baohedian	Gate of Great Harmony Taihe Men	26	0.702702703	0.4
保和殿	37	交泰殿	64	24	0.648648649	0.375	Hall of Preserving Harmony Baohedian	Hall of Union	24	0.648648649	0.375
保和殿	37	乾清门	68	24	0.648648649	0.352941176	Hall of Preserving Harmony Baohedian	Gate of Heavenly Purity	24	0.648648649	0.352941176
保和殿	37	景山公园	408	23	0.621621622	0.056372549	Hall of Preserving Harmony Baohedian	Jingshan Park Jingshan Gongyuan	23	0.621621622	0.056372549
保和殿	37	天安门	896	23	0.621621622	0.025669643	Hall of Preserving Harmony Baohedian	Gate of Heavenly Peace Tian an Men	23	0.621621622	0.025669643
保和殿	37	文津街	482	16	0.432432432	0.033195021	Hall of Preserving Harmony Baohedian	Wenjin Street	16	0.432432432	0.033195021
保和殿	37	毛主席纪念堂	416	15	0.405405405	0.036057692	Hall of Preserving Harmony Baohedian	Chairman Mao Memorial Hall Maozhuxi Jiniantang	15	0.405405405	0.036057692
保和殿	37	人民大会堂	423	15	0.405405405	0.035460993	Hall of Preserving Harmony Baohedian	Great Hall of the People Renmin Dahuitang	15	0.405405405	0.035460993
保和殿	37	北海公园	533	15	0.405405405	0.028142589	Hall of Preserving Harmony Baohedian	Beihai Park Beihai Gongyuan	15	0.405405405	0.028142589
保和殿	37	人民英雄纪念碑	412	14	0.378378378	0.033980583	Hall of Preserving Harmony Baohedian	Monument of the People s Heroes	14	0.378378378	0.033980583
保和殿	37	珍宝馆	76	14	0.378378378	0.184210526	Hall of Preserving Harmony Baohedian	The Antiquarium of The Palace Museum	14	0.378378378	0.184210526
保和殿	37	九龙壁	46	12	0.324324324	0.260869565	Hall of Preserving Harmony Baohedian	The Nine Dragon Screen of The Palace Museum	12	0.324324324	0.260869565
保和殿	37	王府井大街	728	10	0.27027027	0.013736264	Hall of Preserving Harmony Baohedian	Wangfujing Street	10	0.27027027	0.013736264
保和殿	37	商业街	743	10	0.27027027	0.01345895	Hall of Preserving Harmony Baohedian	Commercial Street	10	0.27027027	0.01345895
保和殿	37	故宫	1155	38	1.027027027	0.032900433	Hall of Preserving Harmony Baohedian	The Palace Museum	38	1.027027027	0.032900433
方家胡同	36	雍和宫	530	30	0.833333333	0.056603774	Fangjia Hutong	Lama Temple Yonghegong	30	0.833333333	0.056603774
方家胡同	36	安定门	382	29	0.805555556	0.07591623	Fangjia Hutong	Ding anmen	29	0.805555556	0.07591623
方家胡同	36	国子监	369	23	0.638888889	0.062330623	Fangjia Hutong	Guo Zi Jian The Imperial College	23	0.638888889	0.062330623
方家胡同	36	首都博物馆	216	19	0.527777778	0.087962963	Fangjia Hutong	Beijing Capital Museum	19	0.527777778	0.087962963
方家胡同	36	南锣鼓巷	867	16	0.444444444	0.018454441	Fangjia Hutong	Nanluoguxiang	16	0.444444444	0.018454441
方家胡同	36	后海	809	14	0.388888889	0.017305315	Fangjia Hutong	Back Lakes Hou Hai	14	0.388888889	0.017305315
方家胡同	36	鸦儿胡同	407	12	0.333333333	0.029484029	Fangjia Hutong	Ya er Hutong	12	0.333333333	0.029484029
方家胡同	36	烟袋斜街	433	12	0.333333333	0.027713626	Fangjia Hutong	Yandai Xie Street	12	0.333333333	0.027713626
方家胡同	36	天坛	1115	12	0.333333333	0.010762332	Fangjia Hutong	Temple of Heaven Tiantan Park	12	0.333333333	0.010762332
方家胡同	36	什刹海	863	12	0.333333333	0.013904983	Fangjia Hutong	Shichahai Scenic Resort	12	0.333333333	0.013904983
方家胡同	36	西海	569	10	0.277777778	0.017574692	Fangjia Hutong	Beijing West Lakes Xi Hai	10	0.277777778	0.017574692
方家胡同	36	前海	598	10	0.277777778	0.016722408	Fangjia Hutong	Qainhai Lake	10	0.277777778	0.016722408
十三陵水库	33	八达岭	702	30	0.909090909	0.042735043	The Ming Tombs Reservoir	Badaling National Forest Park	30	0.909090909	0.042735043
十三陵水库	33	居庸关长城	219	19	0.575757576	0.086757991	The Ming Tombs Reservoir	Juyong Pass of Great Wall	19	0.575757576	0.086757991
十三陵水库	33	鸟巢	787	18	0.545454545	0.022871665	The Ming Tombs Reservoir	Niaochao National Stadium	18	0.545454545	0.022871665
十三陵水库	33	水立方	652	18	0.545454545	0.027607362	The Ming Tombs Reservoir	Water Cube	18	0.545454545	0.027607362
十三陵水库	33	奥林匹克公园	745	18	0.545454545	0.024161074	The Ming Tombs Reservoir	Olympic Park	18	0.545454545	0.024161074
十三陵水库	33	明十三陵	206	14	0.424242424	0.067961165	The Ming Tombs Reservoir	Ming Tombs Ming Shishan Ling	14	0.424242424	0.067961165
十三陵水库	33	银山塔林	172	12	0.363636364	0.069767442	The Ming Tombs Reservoir	Yinshan Pagoda Forest	12	0.363636364	0.069767442
纪晓岚故居	33	天坛	1115	21	0.636363636	0.018834081	Former Residence Of Xiaolan Ji	Temple of Heaven Tiantan Park	21	0.636363636	0.018834081
纪晓岚故居	33	琉璃厂	120	16	0.484848485	0.133333333	Former Residence Of Xiaolan Ji	Liulichang Street	16	0.484848485	0.133333333
纪晓岚故居	33	商业街	743	16	0.484848485	0.02153432	Former Residence Of Xiaolan Ji	Commercial Street	16	0.484848485	0.02153432
纪晓岚故居	33	皇穹宇	550	14	0.424242424	0.025454545	Former Residence Of Xiaolan Ji	Imperial Vault of Heaven	14	0.424242424	0.025454545
纪晓岚故居	33	祈年殿	555	14	0.424242424	0.025225225	Former Residence Of Xiaolan Ji	Hall of Prayer for Good Harvest	14	0.424242424	0.025225225
纪晓岚故居	33	天安门广场	1345	14	0.424242424	0.010408922	Former Residence Of Xiaolan Ji	Tiananmen Square Tiananmen Guangchang	14	0.424242424	0.010408922
纪晓岚故居	33	大栅栏	550	12	0.363636364	0.021818182	Former Residence Of Xiaolan Ji	Dashilan	12	0.363636364	0.021818182
纪晓岚故居	33	正阳门	502	11	0.333333333	0.021912351	Former Residence Of Xiaolan Ji	Qianmen	11	0.333333333	0.021912351
纪晓岚故居	33	箭楼	512	11	0.333333333	0.021484375	Former Residence Of Xiaolan Ji	Jianlou	11	0.333333333	0.021484375
纪晓岚故居	33	长安街	1388	11	0.333333333	0.007925072	Former Residence Of Xiaolan Ji	Chang an Street	11	0.333333333	0.007925072
宝钞胡同	33	南锣鼓巷	867	23	0.696969697	0.026528258	Baochao Hutong	Nanluoguxiang	23	0.696969697	0.026528258
宝钞胡同	33	后海	809	19	0.575757576	0.023485785	Baochao Hutong	Back Lakes Hou Hai	19	0.575757576	0.023485785
宝钞胡同	33	什刹海	863	15	0.454545455	0.017381228	Baochao Hutong	Shichahai Scenic Resort	15	0.454545455	0.017381228
宝钞胡同	33	王府井	897	12	0.363636364	0.013377926	Baochao Hutong	Wangfujing Main Streeet	12	0.363636364	0.013377926
宝钞胡同	33	北海公园	533	11	0.333333333	0.020637899	Baochao Hutong	Beihai Park Beihai Gongyuan	11	0.333333333	0.020637899
宝钞胡同	33	鸦儿胡同	407	10	0.303030303	0.024570025	Baochao Hutong	Ya er Hutong	10	0.303030303	0.024570025
宝钞胡同	33	烟袋斜街	433	10	0.303030303	0.023094688	Baochao Hutong	Yandai Xie Street	10	0.303030303	0.023094688
紫光阁	31	故宫	1155	23	0.741935484	0.01991342	Ziguang Pavilion of Beijing	The Palace Museum	23	0.741935484	0.01991342
紫光阁	31	天安门广场	1345	15	0.483870968	0.011152416	Ziguang Pavilion of Beijing	Tiananmen Square Tiananmen Guangchang	15	0.483870968	0.011152416
紫光阁	31	景山公园	408	14	0.451612903	0.034313725	Ziguang Pavilion of Beijing	Jingshan Park Jingshan Gongyuan	14	0.451612903	0.034313725
紫光阁	31	北海公园	533	14	0.451612903	0.026266417	Ziguang Pavilion of Beijing	Beihai Park Beihai Gongyuan	14	0.451612903	0.026266417
紫光阁	31	什刹海	863	14	0.451612903	0.01622248	Ziguang Pavilion of Beijing	Shichahai Scenic Resort	14	0.451612903	0.01622248
紫光阁	31	文津街	482	12	0.387096774	0.024896266	Ziguang Pavilion of Beijing	Wenjin Street	12	0.387096774	0.024896266
紫光阁	31	天安门	896	12	0.387096774	0.013392857	Ziguang Pavilion of Beijing	Gate of Heavenly Peace Tian an Men	12	0.387096774	0.013392857
紫光阁	31	前海	598	11	0.35483871	0.018394649	Ziguang Pavilion of Beijing	Qainhai Lake	11	0.35483871	0.018394649
紫光阁	31	长安街	1388	11	0.35483871	0.007925072	Ziguang Pavilion of Beijing	Chang an Street	11	0.35483871	0.007925072
紫光阁	31	后海	809	11	0.35483871	0.013597033	Ziguang Pavilion of Beijing	Back Lakes Hou Hai	11	0.35483871	0.013597033
紫光阁	31	商业街	743	10	0.322580645	0.01345895	Ziguang Pavilion of Beijing	Commercial Street	10	0.322580645	0.01345895
西华门	30	故宫	1155	29	0.966666667	0.025108225	Xihuamen	The Palace Museum	29	0.966666667	0.025108225
西华门	30	天安门	896	22	0.733333333	0.024553571	Xihuamen	Gate of Heavenly Peace Tian an Men	22	0.733333333	0.024553571
西华门	30	长安街	1388	19	0.633333333	0.013688761	Xihuamen	Chang an Street	19	0.633333333	0.013688761
西华门	30	天安门广场	1345	19	0.633333333	0.014126394	Xihuamen	Tiananmen Square Tiananmen Guangchang	19	0.633333333	0.014126394
西华门	30	王府井	897	16	0.533333333	0.017837235	Xihuamen	Wangfujing Main Streeet	16	0.533333333	0.017837235
西华门	30	午门	115	15	0.5	0.130434783	Xihuamen	Meridian Gate Wu Men	15	0.5	0.130434783
西华门	30	乾清门	68	14	0.466666667	0.205882353	Xihuamen	Gate of Heavenly Purity	14	0.466666667	0.205882353
西华门	30	神武门	102	14	0.466666667	0.137254902	Xihuamen	Gate of Divie Prowess	14	0.466666667	0.137254902
西华门	30	乾清宫	75	12	0.4	0.16	Xihuamen	Palace of Heavenly Purity	12	0.4	0.16
西华门	30	坤宁宫	75	12	0.4	0.16	Xihuamen	Palace of Earthly Tranquility	12	0.4	0.16
西华门	30	交泰殿	64	11	0.366666667	0.171875	Xihuamen	Hall of Union	11	0.366666667	0.171875
西华门	30	太和门	65	11	0.366666667	0.169230769	Xihuamen	Gate of Great Harmony Taihe Men	11	0.366666667	0.169230769
西华门	30	御花园	87	11	0.366666667	0.126436782	Xihuamen	The Imperial Garden of The Palace Museum	11	0.366666667	0.126436782
西华门	30	天坛	1115	10	0.333333333	0.00896861	Xihuamen	Temple of Heaven Tiantan Park	10	0.333333333	0.00896861
玉渊潭公园	30	军事博物馆	82	17	0.566666667	0.207317073	Yuyuantan Park	Chinese Military Museum	17	0.566666667	0.207317073
食街	30	颐和园	926	14	0.466666667	0.01511879	ShiJie	Summer Palace Yiheyuan	14	0.466666667	0.01511879
食街	30	圆明园	743	12	0.4	0.01615074	ShiJie	Old Summer Palace Yuanmingyuan	12	0.4	0.01615074
食街	30	北京大学	1023	12	0.4	0.011730205	ShiJie	Peking University Beijing Da Xue	12	0.4	0.011730205
食街	30	天坛	1115	10	0.333333333	0.00896861	ShiJie	Temple of Heaven Tiantan Park	10	0.333333333	0.00896861
神乐署	29	皇穹宇	550	27	0.931034483	0.049090909	Office of Divine Music	Imperial Vault of Heaven	27	0.931034483	0.049090909
神乐署	29	祈年殿	555	27	0.931034483	0.048648649	Office of Divine Music	Hall of Prayer for Good Harvest	27	0.931034483	0.048648649
神乐署	29	回音壁	71	26	0.896551724	0.366197183	Office of Divine Music	Echo Wall	26	0.896551724	0.366197183
神乐署	29	自然博物馆	60	15	0.517241379	0.25	Office of Divine Music	Museum of Natural History	15	0.517241379	0.25
